result_id	ground_truth_pathway	category
PMC11434218-1	Tnf Signaling Pathway	1
PMC11434218-1	Proteoglycans In Cancer	1
PMC11434218-1	Focal Adhesion	1
PMC11434218-1	Ras Signaling Pathway	1
PMC11434218-1	Fluid Shear Stress And Atherosclerosis	3
PMC11434218-1	Chagas Disease	2
PMC11434218-1	Cell Adhesion Molecules	1
PMC11434218-2	Cytokine-Cytokine Receptor Interaction	1
PMC11434218-2	Amoebiasis	1
PMC11434218-2	Pi3K-Akt Signaling Pathway	2
PMC11434218-2	Viral Protein Interaction With Cytokine And Cytokine Receptor	1
PMC11434218-2	Arachidonic Acid Metabolism	4
PMC11434218-2	Complment And Coagulation Cascades	1
PMC11434218-2	Histidine Metabolism	4
PMC11434218-2	Camp Signaling Pathway	1
PMC11434218-2	Malaria	2
PMC11434218-2	Age-Rage Signaling Pathway In Diabetic Complications	2
PMC11434218-2	Pertussis	2
PMC11434218-2	Rheumatoid Arthritis	2
PMC11434218-2	Estrogen Signaling Pathway	1
PMC11434218-2	Phospholipase D Signaling Pathway	1
PMC11434218-2	Steroid Biosynthesis	4
PMC11434218-2	Fluid Shear Stress And Atherosclerosis	4
PMC11434218-2	Amphotamine Addiction	3
PMC11434218-2	Calcium Signaling Pathway	3
PMC11434218-2	Ecm-Receptor Interaction	1
PMC11434218-2	Axon Guidance	3
PMC10761883-1	Response To Xenobiotic Stimulus	1
PMC10761883-1	Positive Regulation Of Angiogenesis	1
PMC10761883-1	Response To Hypoxia	1
PMC10761883-1	Cellular Response To Extracellular Stimulus	2
PMC10761883-1	Extracellular Region	2
PMC10761883-1	Z Disc	2
PMC10761883-1	Extracellular Matrix	2
PMC10761883-1	Extracellular Space	2
PMC10761883-1	Heparin Binding	2
PMC10761883-1	Steroid Hormone Receptor Activity	1
PMC10761883-1	Growth Factor Activity	2
PMC10761883-1	Calcium Ion Binding	3
PMC10761883-2	Hif-1 Signaling Pathway	1
PMC10761883-2	Ppar Signaling Pathway	1
PMC10761883-2	Glycolysis / Gluconeogenesis	1
PMC10761883-2	Steroid Biosynthesis	
PMC10772820-1	Complement And Coagulation Cascades	1
PMC10772820-1	Arginine Biosynthesis	2
PMC10772820-1	Valine,Leucine And Isoleucine Degradation	2
PMC10772820-1	Arginine And Proline Metabolism	2
PMC10772820-1	Chemical Carcinogenesis - Reactive Oxygen Species	3
PMC10772820-1	Chemical Carcinogenesis - Dna Adducts	3
PMC10772820-1	Steroid Hormone Biosynthesis	2
PMC10772820-1	Tyrosine Metabolism	2
PMC10772820-1	Oxidative Phosphorylation	2
PMC10772820-1	Parkinson Disease	3
PMC10772820-1	Retinol Metabolism	2
PMC10772820-1	Staphylococcus Aureus Infection	1
PMC10772820-2	Ecm-Receptor Interaction	1
PMC10772820-2	Focal Adhesion	1
PMC10772820-2	Human Papillomavirus Infection	2
PMC10772820-2	Protein Digestion And Absorption	3
PMC10772820-2	Pi3K-Akt Signaling Pathway	1
PMC10772820-3	Ribosome	1
PMC10772820-3	Oxidative Phosphorylation	2
PMC10772820-3	Coronavirus Disease - Covid-19	1
PMC10772820-3	Parkinson Disease	2
PMC10772820-3	Huntington Disease	2
PMC10772820-3	Diabetic Cardiomyopathy	3
PMC10772820-3	Chemical Carcinogenesis - Reactive Oxygen Species	3
PMC10772820-3	Amyotrophic Lateral Sclerosis	2
PMC10772820-3	Non-Alcoholic Fatty Liver Disease	3
PMC10772820-4	Retinol Metabolism	1
PMC10772820-4	Steroid Hormone Biosynthesis	1
PMC10772820-4	Linoleic Acid Metabolism	1
PMC10772820-4	Bile Secretion	2
PMC10772820-4	Chemical Carcinogenesis - Dna Adducts	3
PMC10772820-4	Arachidonic Acid Metabolism	1
PMC10772820-4	Steroid Biosynthesis	1
PMC10772820-5	Chemokine Signaling Pathway	1
PMC10772820-5	Staphylococcus Aureus Infection	1
PMC10772820-5	Osteoclast Differentiation	2
PMC10772820-5	Leishmaniasis	1
PMC10772820-5	Phagosome	1
PMC10772820-5	Tuberculosis	1
PMC10772820-5	Cytokine-Cytokine Receptor Interaction	1
PMC10772820-5	Cell Adhesion Molecules	3
PMC10772820-5	Viral Myocarditis	3
PMC10772820-5	Influenza A	1
PMC10772820-5	Graft-Versus-Host Disease	1
PMC10772820-5	Type I Diabetes Mellitus	1
PMC10772820-5	Focal Adhesion	3
PMC10772820-5	Complement And Coagulation Cascades	1
PMC10772820-5	Coronavirus Disease - Covid-19	1
PMC10772820-6	Cell Adhesion Molecules	1
PMC10772820-6	Tight Junction	1
PMC10772820-6	Focal Adhesion	1
PMC10772820-6	Ecm-Receptor Interaction	1
PMC10772820-6	Sphingolipid Metabolism	2
PMC10772820-6	Pi3K-Akt Signaling Pathway	1
PMC10772820-7	Ribosome	1
PMC10772820-7	Oxidative Phosphorylation	2
PMC10772820-7	Parkinson Disease	2
PMC10772820-7	Huntington Disease	2
PMC10772820-7	Chemical Carcinogenesis - Reactive Oxygen Species	4
PMC10772820-7	Diabetic Cardiomyopathy	3
PMC10772820-7	Coronavirus Disease - Covid-19	3
PMC10772820-7	Non-Alcoholic Fatty Liver Disease	3
PMC10772820-7	Amyotrophic Lateral Sclerosis	4
PMC10772820-7	Complement And Coagulation Cascades	3
PMC10772820-7	Arginine Biosynthesis	5
PMC10772820-7	Valine,Leucine And Isoleucine Degradation	5
PMC10772820-7	Tryptophan Metabolism	5
PMC10772820-7	Arginine And Proline Metabolism	5
PMC10772820-8	Chemical Carcinogenesis - Reactive Oxygen Species	1
PMC10772820-8	Oxidative Phosphorylation	2
PMC10772820-8	Parkinson Disease	2
PMC10772820-8	Non-Alcoholic Fatty Liver Disease	3
PMC10772820-8	Amyotrophic Lateral Sclerosis	1
PMC10772820-8	Huntington Disease	2
PMC10772820-8	Diabetic Cardiomyopathy	3
PMC10772820-8	Steroid Hormone Biosynthesis	4
PMC10772820-8	Chemical Carcinogenesis - Dna Adducts	1
PMC10772820-8	Tryptophan Metabolism	4
PMC10772820-8	Complement And Coagulation Cascades	3
PMC10772820-8	Steroid Biosynthesis	4
PMC10772820-8	Ribosome	5
PMC10772820-8	Retinol Metabolism	4
PMC10772820-8	Valine,Leucine And Isoleucine Degradation	4
PMC10772820-8	Coronavirus Disease - Covid-19	3
PMC10772820-8	Linoleic Acid Metabolism	4
PMC10772820-8	Arginine And Proline Metabolism	4
PMC10772820-8	Bile Secretion	5
PMC10772820-8	Arginine Biosynthesis	4
PMC10772820-9	Retinol Metabolism	1
PMC10772820-9	Steroid Hormone Biosynthesis	1
PMC10772820-9	Chemical Carcinogenesis - Dna Adducts	2
PMC10772820-9	Linoleic Acid Metabolism	1
PMC10772820-9	Bile Secretion	3
PMC10772820-9	Arachidonic Acid Metabolism	1
PMC10772820-10	Ribosome	1
PMC10772820-10	Coronavirus Disease - Covid-19	2
PMC10772820-11	Steroid Biosynthesis	1
PMC10772820-11	Pancreatic Secretion	2
PMC10772820-11	Dilated Cardiomyopathy	3
PMC10810761-1	Negative Regulation Of Microtubule Depolymerization	1
PMC10810761-1	Cardiac Muscle Cell Development	2
PMC10810761-1	Central Nervous System Neuron Development	2
PMC10810761-1	Neuron Migration	1
PMC10810761-1	Cognition	2
PMC10810761-1	Regulation Of Transcription, Dna-Templated	3
PMC10810761-1	Cardiac Atrium Morphogenesis	2
PMC10810761-1	Detection Of Lipopolysaccharide	4
PMC10810761-1	Anterograde Neuronal Dense Core Vesicle Transport	1
PMC10810761-1	Distal Tubule Development	2
PMC10810761-1	Regulation Of Mast Cell Activation	4
PMC10810761-1	Negative Regulation Of Osteoclast Development	4
PMC10810761-1	Regulation Of Fatty Acid Beta-Oxidation	5
PMC10810761-1	Central Nervous System Projection Neuron	2
PMC10810761-1	Protein Processing	6
PMC10810761-1	Phosphatidylinositol 3-Kinase Signaling	3
PMC10810761-1	Neuron Projection Guidance	2
PMC10810761-1	Action Potential	2
PMC10810761-1	Microtubule-Based Movement	1
PMC10810761-1	Pericardium Morphogenesis	2
PMC10810761-2	Molybdopterin Cofactor Biosynthetic Process	1
PMC10810761-2	Sinoatrial Valve Morphogenesis	2
PMC10810761-2	Olfactory Nerve Structural Organization	3
PMC10810761-2	Trophectodermal Cellular Morphogenesis	2
PMC10810761-2	Osteoblast Development	4
PMC10810761-2	Dna Duplex Unwinding	5
PMC10810761-2	Oogenesis	2
PMC10810761-2	Negative Regulation Of Catalytic Activity	1
PMC10810761-2	Embryonic Skeletal System Morphogenesis	2
PMC10810761-2	Negative Regulation Of Blood Vessel Endothelial Cell Proliferation	5
PMC10810761-2	Protein Targeting To Vacuole	6
PMC10810761-2	Response To Denervation Involved In Regulation Of Muscle Atrophy	3
PMC10810761-2	Anaphase-Promoting Complex-Dependent Catabolism	5
PMC10810761-2	Dna Methylation Involved In Gamete Generation	5
PMC10810761-2	Cellular Response To Parathyroid Hormone	1
PMC10810761-2	Cytoskeleton-Dependent Intracellular Transport	6
PMC10810761-2	Positive Regulation Of Dna-Directed Dna Polymerase Activity	5
PMC10810761-2	Peptide Metabolic Process	1
PMC10810761-2	Negative Regulation Of Peptidyl-Cysteine	1
PMC10810761-2	Protein Retention In Golgi Apparatus	6
PMC10810761-3	Insulin Resistance	1
PMC10810761-3	Fatty Acid Degradation	2
PMC10810761-3	Glycosylphosphatidylinositol (Gpi)-Anchor Biosynthesis	2
PMC10810761-3	Calcium Signaling Pathway	3
PMC10810761-3	Mtor Signaling Pathway	1
PMC10810761-3	Autophagy - Animal	1
PMC10810761-3	Egfr Tyrosine Kinase Inhibitor Resistance	1
PMC10810761-3	Nicotine Addiction	3
PMC10810761-3	Endocrine Resistance	1
PMC10810761-3	Phosphatidylinositol Signaling System	2
PMC10810761-3	Ampk Signaling Pathway	2
PMC10810761-3	Fatty Acid Biosynthesis	2
PMC10810761-3	Glioma	1
PMC10810761-3	Inositol Phosphate Metabolism	2
PMC10810761-3	Endometrial Cancer	1
PMC10810761-3	Axon Guidance	3
PMC10810761-3	Gastric Cancer	1
PMC10810761-3	Non-Small Cell Lung Cancer	1
PMC10810761-3	Breast Cancer	1
PMC10810761-3	Herpes Simplex Virus 1 Infection	4
PMC10810761-4	Circadian Entrainment	1
PMC10810761-4	Alzheimer Disease	1
PMC10810761-4	Ribosome	2
PMC10810761-4	Rna Degraddation	3
PMC10810761-4	Vitamin Digestion And Absorption	4
PMC10810761-4	Protein Digestion And Absorption	2
PMC10810761-4	Fatty Acid Biosynthesis	4
PMC10810761-4	Hematopoietic Cell Lineage	5
PMC10810761-4	Oxytocin Signaling Pathway	1
PMC10810761-4	Ubiquitin Mediated Proteolysis	2
PMC10810761-4	Spliceosome	3
PMC10810761-4	Salivary Secretion	1
PMC10810761-4	Apelin Signaling Pathway	2
PMC10810761-4	Phosphonate And Phosphinate Metabolism	4
PMC10810761-4	Tnf Signaling Pathway	6
PMC10810761-4	Pyruvate Metabolism	4
PMC10810761-4	Valine, Leucine And Isoleucine Biosynthesis	4
PMC10810761-4	Apoptosis - Multiple Species	1
PMC10810761-4	Propanoate Metabolism	4
PMC10810761-4	Cysteine And Methionine Metabolism	4
PMC10810761-5	I-Kappab Kinase/Nf-Kappab Signaling	1
PMC10810761-5	Reactive Oxygen Species Metabolic Process	2
PMC10810761-5	Negative Regulation Of Endopeptidase Activity	3
PMC10810761-5	Intrinsic Apoptotic Signaling Pathway In Response To Stress	4
PMC10810761-5	Pyrimidine Nucleotide Transport	5
PMC10810761-5	Mitochondria-Nucleus Signaling Pathway	4
PMC10810761-5	Neuron Projection Retraction	6
PMC10810761-5	Regulation Of Angiotensin-Activated Signaling Pathway	2
PMC10810761-5	Glycerol Biosynthetic Process From Pyruvate	7
PMC10810761-5	Propionate Catabolic Process	7
PMC10810761-5	Signal Transduction By P53 Class Mediator	4
PMC10810761-5	Response To Anoxia	7
PMC10810761-5	Establishment Of Left/Right Asymmetry	8
PMC10810761-5	Negative Regulation Of Angiogenesis	7
PMC10810761-5	Response To Arsenic-Containing Substance	7
PMC10810761-5	G1/S Transition Of Mitotic Cell Cycle	5
PMC10810761-5	Regulation Of Centriole Replication	5
PMC10810761-5	Regulation Of Transcription, Dna-Templated	9
PMC10810761-6	Positive Regulation Of Vasoconstriction	1
PMC10810761-6	Sphingosine-1-Phosphate Receptor Signaling	2
PMC10810761-6	Chemical Synaptic Transmission	2
PMC10810761-6	Histone Lysine Methylation	3
PMC10810761-6	Atp Synthesis Coupled Electron Transport	4
PMC10810761-6	Heme Transport	5
PMC10810761-6	Positive Regulation Of Inflammatory Response	6
PMC10810761-6	Neuromuscular Synaptic Transmission	2
PMC10810761-6	Pyrimidine Dimer Repair	3
PMC10810761-6	Protien Localization To Centrosome	3
PMC10810761-6	Electron Transport Coupled Proton Transport	4
PMC10810761-6	Secretion Of Lysosomal Enzymes	7
PMC10810761-6	Regulation Of Rna Polymerase Ii Regulation	8
PMC10810761-6	Response To Nutrient	4
PMC10810761-6	Lipid Glycosylation	4
PMC10810761-6	Acrosomal Vesicle Exocytosis	2
PMC10810761-6	Maintenance Of Presynaptic Active Zone Structure	2
PMC10810761-6	Response To Nicotine	4
PMC10810761-6	Response To Ethanol	4
PMC10810761-7	Glycolysis / Gluconeogenesis	1
PMC10810761-7	Basal Cell Carcinoma	2
PMC10810761-7	Proteoglycans In Cancer	2
PMC10810761-7	Glycerolipid Metabolism	1
PMC10810761-7	Regulation Of Actin Cytoskeleton	2
PMC10810761-7	Micrornas In Cancer	3
PMC10810761-7	Axon Guidance	4
PMC10810761-7	Ribosome	2
PMC10810761-7	Bladder Cancer	1
PMC10810761-7	Staphylococcus Aureus Infection	5
PMC10810761-7	Pi3K-Akt Signaling Pathway	2
PMC10810761-7	Thyroid Cancer	2
PMC10810761-7	Pyruvate Metabolism	1
PMC10810761-7	Oxytocin Signaling Pathway	4
PMC10810761-7	Citrate Cycle (Tca Cycle)	1
PMC10810761-7	Apelin Signaling Pathway	2
PMC10810761-7	Vascular Smooth Muscle Contraction	2
PMC10810761-7	Proximal Tuble Bicarbonate Reclamation	1
PMC10810761-7	Foxo Signaling Pathway	2
PMC10810761-7	Herpes Simplex Virus 1 Infection	5
PMC10810761-8	Thermogenesis	1
PMC10810761-8	Insulin Secretion	2
PMC10810761-8	Ascorbate And Aldarate Metabolism	3
PMC10810761-8	Taurine And Hypotaurine Metabolism	3
PMC10810761-8	Insulin Resistance	2
PMC10810761-8	Nod-Like Receptor Signaling Pathway	3
PMC10810761-8	Parkinson Disease	1
PMC10810761-8	Fat Digestion And Absorption	2
PMC10810761-8	Circadian Rhythm	2
PMC10810761-8	Oxidative Phosphorylation	1
PMC10810761-8	Glygcosphingolipid Biosynthesis - Lacto And Neolacto Series	4
PMC10810761-8	Rig-I-Like Receptor Signaling Pathway	3
PMC10810761-8	Porphyrin And Chlorophll Metabolism	4
PMC10810761-8	Axon Guidance	5
PMC10810761-8	Neuroactive Ligand-Receptor Interaction	5
PMC10810761-8	Glycosphingolipid Biosynthesis - Globo And Isoglobo Series	4
PMC10810761-8	Lysine Degradation	4
PMC10810761-8	Vitamin Digestion And Absorption	4
PMC10810761-8	Herpes Simplex Virus 1 Infection	3
PMC10810761-8	Biotin Metablism	4
PMC10851453-1	Negative Regulation Of Amyloid-Beta Formation	1
PMC10851453-1	Regulation Of Amyloid-Beta Formation	1
PMC10851453-1	Positive Regulation Of Cgmp Biosynthetic Process	2
PMC10851453-1	Neuron Projection Fasciculation	2
PMC10851453-1	Negative Regulation Of Amyloid Precursor Protein Catabolic Process	1
PMC10851453-1	Axonal Fasciculation	2
PMC10851453-1	Neuron Cell-Cell Adhesion	2
PMC10851453-1	Glial Cell Development	2
PMC10851453-1	Chondroitin Sulfate Biosynthetic Process	3
PMC10851453-1	Modulation Of Excitatory Postsynaptic Potential	4
PMC10851453-2	Neuron Cell-Cell Adhesion	1
PMC10851453-2	Positive Regulation Of Glutamate Receptor Signaling Pathway	1
PMC10851453-2	Postsynaptic Membrane Organization	1
PMC10851453-2	Mammary Gland Epithelial Cell Differentiation	1
PMC10851453-2	Regulation Of Cellular Localization	0
PMC10851453-2	Positive Regulation Of Kinase Activity	0
PMC10851453-2	Positive Regulation Of Endothelial Cell Migration	2
PMC10851453-2	Postsynaptic Membrane Assembly	1
PMC10851453-2	Negative Regulation Of Cell Communication	1
PMC10851453-2	Regulation Of Ampa Receptor Activiey	1
PMC11056152-1	Naba Matrisome	1
PMC11056152-1	Sensory Perception	2
PMC11056152-1	Naba Core Matrisome	1
PMC11056152-1	Innate Immune System	3
PMC11056152-1	Developmetal Biology	1
PMC11056152-1	Rna Poly Ii Transcription	4
PMC11056152-1	Metabolism Of Lipids	5
PMC11056152-1	Transport Of Small Molecules	5
PMC11056152-1	Wp Ciliopathies	1
PMC11056152-1	Adaptive Immune System	3
PMC11056152-1	Wp Pi3K-Akt Signaling Pathway	1
PMC11056152-1	Diseases Of Metabolism	5
PMC11056152-1	Endocytosis	1
PMC11056152-2	Naba Core Matrisome	1
PMC11056152-2	Naba Matrisome	1
PMC11056152-2	Wp Ciliopathies	2
PMC11056152-2	Developmental Biology	2
PMC11056152-2	Signaling By Rho Gtpases	1
PMC11056152-2	Transport Of Small Molecules	3
PMC11056152-2	Mitotic Spindle	4
PMC11056152-2	Cell Cycle	4
PMC11056152-2	Post-Translational Protein Modification	5
PMC11056152-2	Sensory Perception	6
PMC11056152-2	Wp Pi3K-Akt Signaling Pathway	1
PMC11056152-2	Estrogen Response Early	1
PMC11056152-2	Membrane Trafficking	1
PMC11056152-2	Adaptive Immune System	7
PMC11056152-2	Metabolism Of Lipids	8
PMC11056152-2	Innate Immue System	7
PMC11056152-3	Naba Matrisome	1
PMC11056152-3	Post-Translational Protein Modification	2
PMC11056152-3	Naba Core Martisome	1
PMC11056152-3	Transport Of Small Molecules	3
PMC11056152-3	Estrogen Response Early	4
PMC11056152-3	Sensory Perception	5
PMC11056152-3	Cell Cycle	6
PMC11056152-3	Developmetal Biology	4
PMC11056152-3	Rna Ploy Ii Transcription	7
PMC11056152-3	Innate Immune System	8
PMC11056152-3	Mitotic Spindle	9
PMC11070510-1	Response To Stress	1
PMC11070510-1	Cellular Process	0
PMC11070510-1	Response To Stimulus	1
PMC11070510-1	Biological Regulation	0
PMC11070510-1	Regulation Of Biological Process	0
PMC11070510-1	Positive Regulation Of Biological Process	0
PMC11070510-1	Regulation Of Cellular Process	0
PMC11070510-1	Response To Chemical	2
PMC11070510-1	Immune System Process	3
PMC11070510-1	Biological Process	0
PMC11070510-1	Cellular Response To Chemical Stimulus	2
PMC11070510-1	Defense Response	3
PMC11070510-1	Positive Regulation Of Cellular Process	0
PMC11070510-1	Response To Organic Substance	2
PMC11070510-1	Cellular Response To Stimulus	1
PMC11070510-1	Inflammatory Response	3
PMC11070510-1	Regulation Of Response To Stimulus	1
PMC11070510-1	Regulation Of Metabolic Process	2
PMC11070510-1	Cell Death	4
PMC11070510-1	Localization	0
PMC11070510-2	Cellular Process	0
PMC11070510-2	Biological Process	0
PMC11070510-2	Nucleosome Assembly	1
PMC11070510-2	Nucleosome Organization	1
PMC11070510-2	Protein-Dna Complex Assembly	1
PMC11070510-2	Immune System Process	2
PMC11070510-2	Protein-Dna Complex Subunit Organization	1
PMC11070510-2	Chromatin Assembly	1
PMC11070510-2	Regulation Of Biological Process	0
PMC11070510-2	Biological Regulation	0
PMC11070510-2	Chromatin Assembly Or Disassembly	1
PMC11070510-2	Cellular Component Organization	3
PMC11070510-2	Dna Replication-Dependent Nucleosome Assembly	1
PMC11070510-2	Dna Replication-Dependent Nucleosome Organization	1
PMC11070510-2	Dna Packaging	1
PMC11070510-2	Metabolic Process	4
PMC11070510-2	Cellular Component Organization Or Biogenesis	3
PMC11070510-2	Regulation Of Cellular Process	0
PMC11070510-2	Organic Substance Metabolic Process	4
PMC11070510-2	Dna Conformation Change	1
PMC11070510-3	Immune System Process	1
PMC11070510-3	Defense Response	1
PMC11070510-3	Response To Stress	2
PMC11070510-3	Response To Other Organism	1
PMC11070510-3	Response To External Biotic Stimulus	1
PMC11070510-3	Response To Biotic Stimulus	1
PMC11070510-3	Interspecies Interaction Between Organisms	1
PMC11070510-3	Immune Response	1
PMC11070510-3	Response To External Stimulus	2
PMC11070510-3	Response To Stimulus	2
PMC11070510-3	Regulation Of Biological Process	0
PMC11070510-3	Biological Regulation	0
PMC11070510-3	Defense Response To Other Organism	1
PMC11070510-3	Cytokine Production	1
PMC11070510-3	Response To Chemical	3
PMC11070510-3	Regulation Of Cellular Process	0
PMC11070510-3	Regulation Of Cytokine Production	1
PMC11070510-3	Cellular Process	2
PMC11070510-3	Positive Regulation Of Biological Process	0
PMC11070510-3	Regulation Of Response To Stimulus	2
PMC11070510-4	Nucleosome Assembly	1
PMC11070510-4	Protein-Dna Complex Assembly	1
PMC11070510-4	Nucleosome Organization	1
PMC11070510-4	Chromatin Assembly	1
PMC11070510-4	Protein-Dna Complex Subunit Organization	1
PMC11070510-4	Chromatin Assembly Or Disassembly	1
PMC11070510-4	Dna Packaging	1
PMC11070510-4	Dna Conformation Change	1
PMC11070510-4	Dna Replication-Dependent Nucleosome Assembly	1
PMC11070510-4	Dna Replication-Dependent Nucleosome Organization	1
PMC11070510-4	Chromatin Organization	1
PMC11070510-4	Chromosome Organization	1
PMC11070510-4	Cellular Protein-Containing Complex Assembly	2
PMC11070510-4	Protein Heterotetramerization	2
PMC11070510-4	Protein-Containing Complex Assembly	2
PMC11070510-4	Protein-Containing Complex Subunit Organization	2
PMC11070510-4	Organelle Organization	2
PMC11070510-4	Protein Heterooligomerization	2
PMC11070510-4	Cellular Component Organization	2
PMC11070510-4	Protein Tetramerization	2
PMC11070510-5	Response To Stress	1
PMC11070510-5	Defense Response	2
PMC11070510-5	Immune System Process	2
PMC11070510-5	Response To Biotic Stimulus	2
PMC11070510-5	Response To Other Organism	2
PMC11070510-5	Response To External Biotic Stimulus	2
PMC11070510-5	Interspecies Interaction Between Organisms	2
PMC11070510-5	Response To External Stimulus	1
PMC11070510-5	Immune Response	2
PMC11070510-5	Response To Stimulus	1
PMC11070510-5	Cellular Anatomical Entity	3
PMC11070510-5	Regulation Of Biological Process	0
PMC11070510-5	Biological Regulation	0
PMC11070510-5	Defense Response To Other Organism	2
PMC11070510-5	Cellular Process	0
PMC11070510-5	Biological Process	0
PMC11070510-5	Response To Chemical	4
PMC11070510-5	Cellular Component	3
PMC11070510-5	Regulation Of Response To Stimulus	4
PMC11070510-5	Response To Bacterium	2
PMC11070510-6	Nucleosome Assembly	1
PMC11070510-6	Nucleosome Organization	1
PMC11070510-6	Protein-Dna Complex Assembly	1
PMC11070510-6	Protein-Dna Complex Subunit Organization	1
PMC11070510-6	Chromatin Assembly	1
PMC11070510-6	Chromatin Assembly Or Disassembly	1
PMC11070510-6	Dna Packaging	1
PMC11070510-6	Dna Conformation Change	1
PMC11070510-6	Chromatin Organization	1
PMC11070510-6	Chromosome Organization	1
PMC11070510-6	Dna Replication-Dependent Nucleosome Assembly	1
PMC11070510-6	Dna Replication-Dependent Nucleosome Organization	1
PMC11070510-6	Cellular Protein-Containing Complex Assembly	2
PMC11070510-6	Protein-Containing Complex Subunit Organization	2
PMC11070510-6	Protein-Containing Complex Assembly	2
PMC11070510-6	Cellular Component Organization Or Biogenesis	2
PMC11070510-6	Protein Heterotetramerization	2
PMC11070510-6	Organelle Organization	2
PMC11070510-6	Cellular Component Organization	2
PMC11070510-6	Cellular Component Biogenesis	2
PMC11471230-1	Folate Biosynthesis	1
PMC11471230-1	Aldosterone Regulated Sodium Reabsorption	2
PMC11471230-1	Long Term Potentiation	3
PMC11471230-1	Hypertrophic Cardiomyopathy Hcm	3
PMC11471230-1	Amyotrophic Lateral Sclerosis Als	4
PMC11471230-1	Arrhythmogenic Right Ventricular Cardiomyopathy Arvc	5
PMC11471230-1	Dilated Cardiomyopathy	5
PMC11471230-1	Leukocyte Transendothelial Migration	6
PMC11471230-1	Axon Guidance	5
PMC11471230-1	Vascular Smooth Muscle Contraction	5
PMC11471230-1	Ecm Receptor Interaction	3
PMC11471230-1	Ferroptosis	4
PMC11471230-1	Mapk Signaling Pathway	3
PMC11471230-1	Calcium Signaling Pathway	5
PMC11471230-1	Focal Adhesion	3
PMC11471230-1	Neuroactive Ligand Receptor Interaction	5
PMC11471230-2	Systemic Lupus Erythematosus	1
PMC11471230-2	Ribosome	2
PMC11471230-2	Parkinsons Disease	3
PMC11471230-2	Pathogenic Escherichia Coli Infection	1
PMC11471230-2	Arachidonic Acid Metabolism	4
PMC11471230-2	Proteasome	2
PMC11471230-2	Leukocyte Transendothelial Migration	1
PMC11471230-2	Glycerolipid Metabolism	4
PMC11471230-2	Intestinal Immune Network For Iga Production	1
PMC11471230-2	Leishmania Infection	1
PMC11471230-2	Oxidative Phosphorylation	3
PMC11471230-2	Huntingtons Disease	3
PMC11471230-2	Propanoate Metabolism	4
PMC11471230-2	Autoimmune Thyroid Disease	1
PMC11471230-2	Fatty Acid Metabolism	4
PMC11471230-2	Valine Leucine And Isoleucine Degradation	4
PMC11471230-2	Renin Angiotensin System	5
PMC11471230-2	Tight Junction	6
PMC11471230-2	Peroxisome	3
PMC11471230-2	Cell Adhesion Molecules Cams	6
PMC11471230-2	Complement And Coagulation Cascades	1
PMC11471230-2	Glycine Serine And Threonine Metabolism	4
PMC11471230-2	Alzheimers Disease	3
PMC11471230-2	Rna Polymerase	7
PMC11471230-2	Hematopoietic Cell Lineage	1
PMC11471230-2	Toll Like Receptor Signaling Pathway	1
PMC11471230-2	Retinol Metabolism	4
PMC11471230-2	Tyrosine Metabolism	4
PMC11471230-2	Histidine Metabolism	4
PMC11471230-2	Glutathione Metabolism	4
PMC11471230-2	Nod Like Receptor Signaling Pathway	1
PMC11471230-2	Riboflavin Metabolism	4
PMC11471230-2	Regulation Of Actin Cytoskeleton	6
PMC11471230-3	Circadian Rhythm Mammal	1
PMC11471230-3	Glycine Serine And Threonine Metabolism	2
PMC11471230-3	Long Term Depression	3
PMC11471230-3	Phosphatidylinositol Signaling System	4
PMC11471230-3	Ecm Receptor Interaction	4
PMC11471230-3	Leukocyte Transendothelial Migration	4
PMC11471230-3	Calcium Signaling Pathway	5
PMC11471230-3	Focal Adhesion	4
PMC11471230-3	Neuroactive Ligand Receptor Interaction	5
